player_ID,season,time,n_match,miss2_lay,reb_off,made2_jump,miss2_jump,assist,made3_jump,block,reb_def,foul_pers,miss1_free,made1_free,miss3_jump,turnover,sub_out,steal,made2_dunk,timeout_tv,made2_lay,timeout,reb_dead,made2_tip,miss2_dunk,miss2_tip,foul_tech
600042,2010,66377,0,12,44,13,33,13,1,21,89,84,17,20,1,40,0,31,6,0,24,0,0,4,1,3,0
600043,2010,71362,0,20,51,39,64,22,1,14,67,71,19,63,0,35,0,13,13,0,14,0,0,2,1,3,0
600044,2010,723,0,0,1,1,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
600045,2010,75546,0,15,67,24,51,17,15,21,110,57,21,34,42,20,0,40,26,0,45,0,0,3,4,7,1
600046,2010,10956,0,1,6,1,3,7,2,1,11,13,5,7,3,9,0,1,0,0,4,0,0,0,0,0,0
600047,2010,76800,0,0,63,0,0,0,0,0,60,1,0,0,0,5,0,0,0,129,0,96,75,0,0,0,1
600048,2010,92710,0,51,10,56,63,162,39,8,109,49,20,135,70,86,0,26,2,0,65,0,0,1,0,0,0
600049,2010,5560,0,0,0,0,0,0,0,0,0,2,0,0,2,3,0,1,0,0,0,0,0,0,0,0,0
600050,2010,62273,0,35,47,26,47,10,4,38,72,46,22,50,8,25,0,14,13,0,29,0,0,5,0,2,0
600051,2010,8372,0,0,1,0,1,0,0,0,1,3,2,1,0,2,0,1,0,0,0,0,0,0,0,0,0
600052,2010,54910,0,65,33,13,36,23,6,20,51,38,45,95,18,53,0,46,9,0,41,0,0,1,6,2,1
600053,2010,57599,0,17,14,6,24,51,6,2,26,50,15,23,13,49,0,22,0,0,5,0,0,0,0,0,0
600054,2010,4956,0,1,2,1,0,0,0,2,9,8,1,3,0,5,0,1,0,0,1,0,0,0,0,0,0
600055,2010,7470,0,3,1,0,1,0,0,3,2,5,0,0,2,1,0,1,0,0,2,0,0,0,0,0,0
600056,2010,58799,0,15,27,49,63,31,40,5,44,28,8,41,82,32,0,27,3,0,18,0,0,2,0,0,0
600057,2010,54356,0,40,32,8,37,19,11,1,49,52,34,62,29,48,0,24,0,0,37,0,0,2,0,0,0
600058,2010,50817,0,31,23,4,13,13,0,17,61,60,22,42,0,22,0,15,3,0,29,0,0,0,0,0,0
600059,2010,31105,0,5,5,2,9,7,2,4,17,27,5,2,19,12,0,9,0,0,1,0,0,0,1,0,0
600060,2010,41395,0,23,23,6,10,10,6,5,33,39,14,25,8,20,0,16,7,0,17,0,0,4,0,4,1
600061,2010,37320,0,10,6,5,12,26,6,2,15,39,9,20,5,47,0,19,0,0,8,0,0,0,0,0,1
600062,2010,20722,0,3,3,1,9,15,4,0,7,10,1,8,12,16,0,5,0,0,1,0,0,0,0,0,0
600063,2010,53080,0,0,55,0,0,0,0,0,38,0,0,0,0,7,0,0,0,73,0,68,112,0,0,0,0
600064,2010,2680,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
600065,2010,56110,0,19,25,8,29,10,0,16,50,49,7,20,5,15,0,12,1,0,12,0,0,3,0,0,0
600066,2010,6908,0,0,1,1,1,1,0,0,5,8,1,1,2,1,0,2,0,0,2,0,0,0,0,0,0
600067,2010,79510,0,49,62,18,39,59,23,9,69,89,55,73,58,61,0,43,8,0,42,0,0,0,0,0,1
600068,2010,2985,0,2,1,1,0,3,1,0,4,5,3,2,2,3,0,4,0,0,0,0,0,1,0,0,0
600069,2010,4579,0,0,4,1,1,1,1,3,4,2,2,5,5,1,0,0,0,0,2,0,0,0,0,0,0
600070,2010,51116,0,21,34,18,33,15,7,40,50,42,15,23,27,33,0,13,10,0,23,0,0,0,1,0,0
600071,2010,15176,0,1,2,0,0,7,0,0,4,9,2,4,0,9,0,4,0,0,0,0,0,0,0,0,0
600072,2010,1571,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
600073,2010,2286,0,0,1,0,1,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
600074,2010,1426,0,0,1,0,0,2,2,0,3,4,0,1,0,2,0,1,0,0,1,0,0,0,0,0,0
600075,2010,46714,0,6,8,2,15,55,4,0,21,59,7,11,17,35,0,13,0,0,5,0,0,0,0,0,2
600076,2010,45408,0,9,13,4,13,9,20,1,23,29,4,13,58,19,0,11,0,0,5,0,0,0,0,0,0
600077,2010,82798,0,50,63,31,51,17,7,16,124,67,45,128,19,67,0,28,10,0,55,0,0,1,2,0,1
600078,2010,13497,0,0,0,1,0,8,1,0,2,6,0,0,3,9,0,1,0,0,0,0,0,0,0,0,0
600079,2010,78601,0,31,26,20,19,25,82,4,86,39,26,80,128,52,0,31,2,0,29,0,0,0,1,0,0
600080,2010,56049,0,16,28,5,25,13,4,6,49,56,16,20,11,28,0,7,0,0,18,0,0,0,0,0,3
600081,2010,58611,0,7,11,6,19,95,2,3,33,54,13,33,14,48,0,22,2,0,11,0,0,0,0,0,0
600082,2010,67500,0,0,67,0,0,0,0,0,37,0,0,0,0,13,0,0,0,100,0,102,111,0,0,0,0
600083,2010,61580,0,27,33,32,68,12,1,29,66,66,11,33,1,38,0,17,4,0,43,0,0,1,0,0,1
600084,2010,21296,0,1,0,0,5,11,1,3,4,14,2,3,3,17,0,2,0,0,2,0,0,0,0,0,0
600085,2010,37741,0,12,19,4,8,20,10,3,39,27,3,7,20,19,0,10,0,0,6,0,0,0,0,0,0
600086,2010,55388,0,4,4,5,4,17,22,3,40,37,0,9,49,16,0,17,0,0,7,0,0,0,0,0,0
600087,2010,105338,0,29,51,62,117,90,25,3,117,87,24,81,52,100,0,33,5,0,53,0,0,1,0,0,0
600088,2010,75017,0,12,25,20,34,22,36,4,31,25,7,37,78,45,0,17,4,0,8,0,0,0,0,0,0
600089,2010,2922,0,0,0,0,0,0,1,1,0,2,0,0,2,4,0,2,0,0,0,0,0,0,0,0,0
600090,2010,78522,0,28,10,12,31,74,33,1,39,45,16,51,43,69,0,17,0,0,24,0,0,0,0,0,0
600091,2010,61313,0,5,19,13,27,18,0,25,80,63,4,4,1,29,0,12,0,0,16,0,0,0,0,0,0
600092,2010,2977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
600093,2010,89706,0,30,39,42,60,30,47,4,86,56,15,47,71,54,0,19,5,0,41,0,0,2,0,0,1
600094,2010,53950,0,7,12,15,31,56,5,2,33,33,9,18,21,42,0,21,0,0,21,0,0,0,0,0,0
600095,2010,44806,0,11,16,10,17,4,10,11,40,35,2,7,38,14,0,7,0,0,8,0,0,0,0,1,0
600096,2010,87252,0,21,55,32,68,21,6,28,90,71,21,60,22,45,0,15,6,0,17,0,0,0,0,0,0
600097,2010,55023,0,18,49,15,13,11,0,14,76,52,13,11,1,24,0,10,0,0,12,0,0,0,0,0,0
600098,2010,3046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
600099,2010,50577,0,5,7,3,9,23,6,1,20,29,7,13,11,34,0,10,0,0,7,0,0,0,1,0,0
600100,2010,77398,0,0,63,0,0,0,0,0,60,1,0,0,0,12,0,0,0,126,0,126,69,0,0,0,1
600101,2010,53590,0,25,49,15,27,14,3,0,44,66,20,55,2,29,0,7,0,0,34,0,0,1,0,0,0
600102,2010,13949,0,1,3,2,6,1,1,2,2,7,2,0,6,4,0,1,0,0,2,0,0,0,0,0,0
600103,2010,24375,0,4,10,2,10,9,6,2,31,18,5,10,15,18,0,5,0,0,9,0,0,0,0,0,0
600104,2010,43930,0,19,2,4,9,44,8,1,20,27,6,15,19,53,0,16,0,0,4,0,0,0,0,0,0
600105,2010,1945,0,0,0,2,0,0,0,0,4,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
600106,2010,4019,0,4,4,1,3,0,0,0,3,4,2,3,0,1,0,0,0,0,1,0,0,0,0,0,0
600107,2010,2558,0,1,0,1,1,2,0,0,1,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0
600108,2010,21278,0,6,7,1,9,12,20,1,9,17,7,22,34,21,0,15,0,0,5,0,0,0,0,0,0
600109,2010,54351,0,17,6,16,43,26,53,2,56,36,8,28,91,50,0,36,0,0,16,0,0,0,0,0,1
600110,2010,46356,0,13,7,17,25,8,14,2,13,28,19,49,17,41,0,8,0,0,16,0,0,0,1,0,0
600111,2010,4960,0,5,5,0,3,3,1,0,5,7,6,14,3,3,0,5,0,0,3,0,0,0,1,0,0
600112,2010,86808,0,61,60,23,56,23,0,22,126,77,49,83,0,71,0,27,19,0,63,0,0,1,4,0,0
600113,2010,2400,0,2,5,0,2,1,0,0,6,0,2,2,0,3,0,0,0,0,7,0,0,0,0,0,0
600114,2010,14485,0,11,16,4,12,8,0,2,20,8,8,5,0,8,0,2,0,0,7,0,0,0,0,0,0
600115,2010,43391,0,31,44,27,70,5,0,21,70,30,25,39,3,45,0,10,2,0,31,0,0,3,0,0,1
600116,2010,1934,0,4,6,1,4,1,0,3,6,4,2,5,0,6,0,0,1,0,4,0,0,1,0,0,0
600117,2010,51442,0,17,23,23,34,14,12,3,44,37,13,30,37,36,0,8,0,0,12,0,0,0,0,0,0
600118,2010,57322,0,7,27,3,3,4,0,14,24,56,10,7,0,14,0,7,0,0,7,0,0,0,0,0,0
600119,2010,26209,0,8,7,10,27,10,4,1,22,24,5,8,16,25,0,7,2,0,4,0,0,0,0,0,0
600120,2010,56027,0,26,20,14,21,29,11,0,44,62,18,46,29,65,0,17,0,0,25,0,0,0,0,0,0
600121,2010,55092,0,19,7,10,23,31,5,1,23,46,19,16,16,39,0,20,0,0,11,0,0,0,0,0,0
600122,2010,87101,0,23,11,48,86,37,1,2,55,84,18,46,14,102,0,22,0,0,23,0,0,0,0,0,1
600123,2010,58606,0,17,33,4,10,1,0,20,52,89,18,14,0,22,0,5,5,0,16,0,0,1,3,0,0
600124,2010,74700,0,0,50,0,0,0,0,0,67,0,0,0,0,9,0,0,0,92,0,89,130,0,0,0,1
600125,2010,20946,0,2,2,2,3,6,12,4,13,19,0,2,30,9,0,2,0,0,3,0,0,0,0,0,0
600126,2010,188,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
600127,2010,12470,0,0,4,2,4,5,0,2,5,9,2,1,0,6,0,1,0,0,2,0,0,0,0,0,0
600128,2010,71575,0,11,39,32,51,21,5,13,73,62,10,27,15,46,0,10,7,0,27,0,0,0,1,0,0
600129,2010,87408,0,23,36,8,40,81,57,0,120,68,20,48,96,80,0,20,0,0,32,0,0,0,0,0,0
600130,2010,34908,0,2,5,1,3,13,23,2,12,30,0,0,41,9,0,2,0,0,0,0,0,0,0,0,0
600131,2010,2599,0,0,0,0,0,1,0,0,1,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0
600132,2010,43288,0,9,6,12,27,34,8,0,24,19,5,15,14,46,0,5,0,0,7,0,0,0,0,0,0
600133,2010,96795,0,80,70,22,68,39,0,48,195,86,56,89,0,42,0,15,21,0,113,0,0,1,0,0,0
600134,2010,70143,0,5,5,5,14,41,16,0,39,39,1,16,38,20,0,11,0,0,6,0,0,0,0,0,0
600135,2010,91018,0,32,43,16,43,68,0,0,83,85,18,43,0,65,0,10,0,0,54,0,0,0,0,0,0
600136,2010,63097,0,22,35,30,55,45,48,8,108,72,23,99,76,53,0,15,0,0,48,0,0,0,0,0,0
600137,2010,84155,0,15,5,21,47,70,15,3,51,54,8,31,40,56,0,14,0,0,12,0,0,0,0,0,0
600138,2010,75891,0,0,42,0,0,0,0,0,43,0,0,0,0,7,0,0,0,112,0,114,93,0,0,0,0
600139,2010,50988,0,7,11,3,7,23,0,1,26,45,9,23,0,17,0,4,0,0,9,0,0,1,0,0,0
600140,2010,79172,0,17,6,12,20,82,23,5,51,64,18,51,40,48,0,35,0,0,22,0,0,0,0,0,0
600141,2010,772,0,0,0,0,0,1,0,0,1,0,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0
600142,2010,73578,0,11,17,18,41,30,46,3,75,42,9,36,63,37,0,17,7,0,17,0,0,1,2,0,1
600143,2010,95304,0,30,38,43,66,64,36,1,76,73,25,97,60,77,0,25,0,0,49,0,0,1,0,0,0
600144,2010,104374,0,42,109,28,43,29,0,33,168,103,22,28,0,66,0,19,0,0,86,0,0,5,0,1,1
600145,2010,35322,0,9,14,7,11,4,3,5,35,36,7,18,4,19,0,6,0,0,11,0,0,1,0,0,1
600146,2010,11400,0,0,1,0,0,2,5,0,5,9,0,2,6,1,0,0,0,0,0,0,0,0,0,0,0
600147,2010,105952,0,36,78,15,36,35,1,7,120,90,37,61,2,46,0,18,0,0,60,0,0,1,0,0,2
600148,2010,611,0,1,2,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
600149,2010,4798,0,1,1,1,3,0,0,0,7,9,0,0,0,3,0,1,0,0,2,0,0,0,0,0,0
600150,2010,96656,0,29,9,50,72,76,113,1,99,39,9,168,154,87,0,31,0,0,53,0,0,0,0,0,0
600151,2010,82191,0,0,40,0,0,0,0,0,47,0,0,0,0,13,0,0,0,127,0,108,86,0,0,0,0
600152,2010,33186,0,1,9,4,9,6,10,1,32,33,4,4,12,11,0,9,0,0,5,0,0,1,0,0,0
600153,2010,79483,0,10,41,25,40,15,0,38,147,64,21,49,0,36,0,11,10,0,17,0,0,2,1,0,0
600154,2010,68271,0,14,8,24,35,41,14,1,59,39,12,28,32,51,0,11,1,0,22,0,0,0,0,0,1
600155,2010,97029,0,13,21,28,71,68,48,10,75,63,26,83,67,66,0,27,0,0,30,0,0,1,0,0,0
600156,2010,91443,0,20,48,23,40,52,4,4,88,86,23,55,14,63,0,19,5,0,38,0,0,4,2,1,0
600157,2010,89277,0,10,33,32,50,36,50,30,135,85,17,27,65,52,0,20,7,0,10,0,0,4,1,1,0
600158,2010,14736,0,0,8,8,2,0,1,1,10,13,2,3,0,8,0,1,0,0,1,0,0,0,0,0,0
600159,2010,76898,0,13,13,41,53,47,10,0,40,50,12,31,43,41,0,21,0,0,27,0,0,0,0,0,0
600160,2010,2631,0,0,0,0,1,2,1,0,4,4,0,2,0,4,0,0,0,0,1,0,0,0,0,0,0
600161,2010,58129,0,7,6,3,7,21,23,1,25,31,3,11,43,19,0,6,0,0,4,0,0,0,0,0,0
600162,2010,40887,0,8,23,11,23,2,1,6,38,60,6,16,3,20,0,6,2,0,6,0,0,1,1,1,0
600163,2010,45014,0,9,20,9,25,29,2,4,51,49,7,20,12,21,0,11,1,0,16,0,0,0,0,1,1
600164,2010,3916,0,0,4,0,2,2,0,0,3,2,1,2,0,4,0,1,0,0,0,0,0,0,0,0,0
600165,2010,76194,0,0,51,0,0,0,0,0,45,1,0,0,0,5,0,0,0,126,0,137,120,0,0,0,2
600166,2010,116056,0,37,66,29,66,22,4,20,151,79,62,158,12,60,0,19,40,0,85,0,0,4,3,1,0
600167,2010,2602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
600168,2010,99397,0,35,7,42,83,103,50,2,95,72,18,137,89,73,0,54,0,0,38,0,0,0,0,0,0
600169,2010,91513,0,17,27,22,43,51,78,10,113,77,12,45,115,50,0,30,4,0,27,0,0,0,1,0,1
600170,2010,101398,0,29,79,30,30,30,0,25,160,86,42,58,0,69,0,19,19,0,66,0,0,2,0,0,0
600171,2010,105937,0,29,7,24,55,158,42,5,75,33,17,113,68,73,0,37,0,0,23,0,0,0,0,0,1
600172,2010,1241,0,2,0,0,0,2,0,0,0,0,1,4,0,0,0,0,0,0,1,0,0,0,0,0,0
600173,2010,82998,0,15,24,22,27,58,81,10,94,74,7,49,130,41,0,37,3,0,28,0,0,0,1,0,0
600174,2010,72512,0,18,37,24,46,28,4,3,76,73,24,62,15,49,0,27,11,0,38,0,0,0,1,1,1
600175,2010,65988,0,21,13,8,14,81,34,3,85,68,13,22,54,33,0,29,0,0,25,0,0,0,0,0,0
600176,2010,20754,0,3,17,6,10,8,0,13,20,21,5,11,0,10,0,4,3,0,6,0,0,0,1,0,0
600177,2010,34586,0,12,14,3,4,4,0,1,22,36,13,19,5,8,0,4,0,0,20,0,0,1,0,0,0
600178,2010,13937,0,1,4,1,0,3,6,3,12,12,3,6,22,5,0,2,3,0,3,0,0,0,0,0,0
600179,2010,49177,0,9,20,6,14,17,13,3,46,35,9,28,34,19,0,17,1,0,27,0,0,0,0,0,0
600180,2010,79200,0,0,37,0,0,0,0,0,43,0,0,0,0,10,0,0,0,117,0,87,90,0,0,0,1
600181,2010,1729,0,0,0,0,0,3,2,0,2,2,0,0,2,3,0,3,0,0,0,0,0,0,0,0,0
600182,2010,26233,0,11,2,7,22,18,11,3,21,25,10,28,19,22,0,7,1,0,7,0,0,0,1,0,0
600183,2010,44618,0,25,24,14,32,6,0,10,64,44,18,35,0,34,0,7,1,0,36,0,0,0,0,0,0
600184,2010,80843,0,38,9,28,48,113,43,1,72,66,29,146,85,76,0,29,0,0,34,0,0,0,0,0,0
600185,2010,52788,0,23,26,14,31,4,0,19,47,81,28,14,0,30,0,6,6,0,27,0,0,0,0,0,4
600186,2010,5894,0,0,0,1,2,7,2,1,5,12,1,3,15,4,0,4,0,0,2,0,0,0,0,0,0
600187,2010,56097,0,17,7,4,15,20,35,2,26,30,5,25,29,27,0,16,0,0,7,0,0,0,0,0,0
600188,2010,46129,0,7,6,1,3,68,1,0,44,40,7,17,10,34,0,12,0,0,8,0,0,0,0,0,0
600189,2010,77899,0,43,45,19,56,28,18,3,85,93,27,86,28,45,0,18,0,0,64,0,0,1,0,0,0
600190,2010,67927,0,28,51,21,39,15,0,7,108,68,24,38,5,41,0,6,4,0,26,0,0,3,1,0,1
600191,2010,77123,0,11,4,26,31,31,56,2,59,35,3,25,86,42,0,18,0,0,10,0,0,0,0,0,0
600192,2010,28055,0,10,19,11,26,7,3,3,37,15,8,20,5,15,0,6,0,0,17,0,0,0,0,0,0
600193,2010,54774,0,13,16,10,33,14,13,2,25,23,6,34,18,13,0,4,0,0,10,0,0,0,0,0,0
600194,2010,67795,0,0,42,0,0,0,0,0,43,2,0,0,0,1,0,0,0,120,0,123,94,0,0,0,3
600195,2010,32443,0,12,19,7,15,6,0,20,45,53,15,22,0,15,0,6,9,0,11,0,0,4,0,1,0
600196,2010,25271,0,5,6,0,4,1,0,4,7,13,4,8,0,9,0,0,0,0,4,0,0,1,0,0,0
600197,2010,97002,0,53,55,49,114,132,4,0,117,99,29,132,18,106,0,44,0,0,50,0,0,2,0,1,0
600198,2010,41659,0,6,7,2,2,4,2,2,8,39,3,2,4,12,0,2,0,0,5,0,0,0,0,0,1
600199,2010,71639,0,18,57,30,46,14,5,16,89,107,20,29,9,32,0,17,7,0,25,0,0,0,1,1,1
600200,2010,107,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
600201,2010,96034,0,36,45,15,41,27,4,17,74,90,55,102,19,70,0,14,2,0,59,0,0,2,1,2,0
600202,2010,37300,0,20,13,6,8,12,2,2,28,31,6,14,4,11,0,2,0,0,20,0,0,1,0,0,0
600203,2010,12072,0,0,0,0,0,1,0,0,1,5,0,0,1,5,0,0,0,0,1,0,0,0,0,0,0
600204,2010,10961,0,1,6,2,6,4,2,1,6,7,3,2,8,4,0,2,0,0,1,0,0,0,0,0,0
600205,2010,35752,0,2,4,1,6,7,6,2,15,21,6,9,10,11,0,3,0,0,7,0,0,0,0,1,1
600206,2010,47562,0,6,10,5,15,9,5,5,24,27,11,16,10,22,0,6,2,0,4,0,0,0,1,0,0
600207,2010,21511,0,2,3,0,1,4,1,0,6,13,3,5,9,1,0,4,0,0,0,0,0,0,0,0,0
600208,2010,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
600209,2010,560,0,1,0,0,0,0,0,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
600210,2010,2700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
600211,2010,31734,0,3,7,0,9,10,9,0,17,21,7,9,21,15,0,1,0,0,5,0,0,0,0,1,0
600212,2010,79636,0,16,13,3,19,64,36,0,42,52,11,27,70,51,0,24,0,0,11,0,0,0,0,0,1
600213,2010,82781,0,0,66,0,0,0,0,0,70,0,0,0,0,5,0,0,0,81,0,85,136,0,0,0,1
600214,2010,8172,0,3,3,0,1,1,0,0,7,5,2,3,1,4,0,1,0,0,5,0,0,0,0,0,0
600215,2010,13741,0,9,6,4,7,12,10,2,12,8,7,20,9,14,0,8,0,0,5,0,0,0,0,0,0
600216,2010,63447,0,19,17,19,59,36,21,4,57,38,18,61,47,52,0,38,2,0,21,0,0,0,0,0,0
600217,2010,93197,0,44,44,7,17,65,4,19,114,94,36,78,21,89,0,55,36,0,67,0,0,2,4,0,0
600218,2010,85882,0,30,60,59,83,18,30,46,169,91,23,57,65,56,0,8,7,0,25,0,0,3,0,1,1
600219,2010,49357,0,5,22,12,14,44,9,2,48,46,2,16,23,24,0,25,0,0,17,0,0,0,0,0,0
600220,2010,41294,0,9,18,3,8,7,6,19,54,31,11,12,16,8,0,4,4,0,12,0,0,4,0,0,0
600221,2010,94240,0,12,5,31,35,37,100,3,69,32,14,67,134,36,0,36,0,0,20,0,0,0,0,0,0
600222,2010,18525,0,3,4,1,1,8,0,1,11,12,3,8,0,3,0,7,0,0,0,0,0,0,0,0,0
600223,2010,50193,0,19,36,18,48,28,11,6,62,66,15,49,14,37,0,17,6,0,25,0,0,3,0,0,2
600224,2010,51098,0,66,25,13,51,103,25,3,68,47,32,104,55,92,0,25,1,0,58,0,0,0,0,0,0
600225,2010,52584,0,11,30,7,14,2,0,16,46,51,11,12,0,12,0,8,9,0,17,0,0,3,1,1,0
600226,2010,116,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
600227,2010,77,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
600228,2010,2080,0,0,0,1,4,2,0,0,5,6,1,1,4,1,0,0,0,0,1,0,0,0,0,0,0
600229,2010,57565,0,14,4,6,19,74,12,0,43,50,19,28,21,49,0,34,0,0,18,0,0,0,0,0,1
600230,2010,108413,0,70,74,48,86,45,8,42,141,86,44,90,29,66,0,32,34,0,98,0,0,2,5,0,3
600231,2010,116,0,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
600232,2010,9456,0,5,3,0,2,3,0,0,4,12,5,10,1,7,0,2,0,0,3,0,0,0,0,0,0
