"sampleID","a_f1","a_f2","a_f3","a_f4","a_f5","b_f1","b_f2","b_f3","b_f4","b_f5","win"
119,9147,9226,6185,3873,745,8587,9270,6039,3852,678,1
120,10452,8953,6081,3904,1304,10470,8727,6217,4106,946,1
121,9513,8997,5767,3763,1167,9148,9047,5935,4180,814,0
122,11480,9204,6031,4019,1123,9229,8753,5945,4015,715,1
123,10149,8775,5855,3933,891,9347,8845,5974,3973,928,1
124,10193,9149,6004,3809,392,10009,8567,5931,4076,1063,1
125,11494,9099,6148,4031,812,9302,9002,6075,4399,849,1
126,10742,8903,5998,3938,1359,10504,9213,5992,3923,1298,0
127,9907,8909,6004,3773,1367,9698,8934,5775,4066,825,0
128,11784,9086,6120,4138,1027,10644,8891,5966,3973,937,1
129,9486,8853,5990,3698,1300,10493,8953,6026,4080,1153,0
130,9916,9094,6139,3972,681,9069,8810,6118,3933,810,1
131,9703,8840,5886,3730,1032,9447,9316,6175,3769,1083,0
132,7813,8942,5959,4140,882,9472,8973,6065,4053,653,0
133,10754,9104,6019,4015,1024,10012,9303,5939,4070,951,1
134,10589,8923,5795,4014,1077,9927,9237,5996,4130,843,1
135,9268,8846,5927,3885,1344,10360,9089,6191,4007,1330,0
136,10221,8672,6046,4296,1199,10447,8896,5858,4277,1284,0
137,10638,8805,5819,3764,487,8682,9258,6199,3995,1137,1
138,10355,9156,6199,3892,499,12061,9107,6024,3946,732,0
139,10177,9357,6217,4118,1266,9279,9098,5915,4055,1066,1
140,10738,8773,6163,4143,976,8960,9144,6238,4076,912,1
141,9411,9048,5846,4230,906,10555,8934,6004,3695,868,0
142,10800,9152,6142,3835,1279,10474,8549,5877,3884,925,0
143,10058,9179,6139,4266,823,8155,8928,6035,4266,1022,1
144,9119,9347,6087,4341,1091,10194,9040,5785,4133,969,0
145,8504,9085,5940,3968,1156,9773,9014,6076,3806,951,0
146,8863,8800,6003,3967,762,10744,8901,6196,3928,960,0
147,11625,8827,5956,4098,940,9807,8933,6136,3807,1393,1
148,10879,9021,5826,3804,937,8913,9093,6148,3892,856,1
149,8865,8727,5997,4389,1101,9150,9156,5899,3859,1204,0
150,11312,9125,6180,3819,1104,10879,8911,6023,4000,693,0
151,8758,9021,6253,4241,988,9454,8960,5968,4215,1303,0
152,11044,9031,5850,3810,481,10168,9277,5943,3858,1388,1
153,10322,9199,5938,4171,1109,10539,9020,6146,3954,584,1
154,9990,8990,5960,3883,515,10558,9289,6082,3883,1104,1
155,9164,9112,6035,3820,997,10294,9045,6101,4113,1123,0
156,9827,8941,6193,3954,1362,8823,9342,6071,3917,993,1
157,9853,8949,6017,3938,955,10813,9120,5960,4035,847,0
158,9327,8969,5898,4127,1252,9868,9431,5886,3693,747,0
159,10071,9147,5847,3925,1380,9957,9170,5943,3881,681,0
160,9354,8925,6010,3999,923,10085,9575,5819,4026,1332,0
161,9170,9247,5991,4100,1272,9099,9031,6006,3994,917,1
162,9698,9066,5994,4057,1326,10289,8846,5979,4043,1151,0
163,10133,8505,6038,3747,417,10164,8892,6056,4114,1355,1
164,10244,8783,5836,3719,920,11072,9176,6070,4062,963,0
165,10001,9082,5914,4132,824,9262,9004,5956,4075,1291,1
166,10031,9133,6027,4177,1176,9421,8948,6029,4010,878,1
167,10995,9163,6089,4106,1236,8496,9171,5880,3985,1214,1
168,9575,8675,6058,3908,1125,9215,8848,5973,3998,1119,0
169,10619,9240,5875,4134,805,8865,8952,5891,3698,945,1
170,10957,9497,6011,4055,1133,9963,9336,6086,4152,1370,1
171,10655,9241,6086,3991,879,8147,8724,6171,3924,1290,1
172,9074,9155,6014,4066,718,9630,9384,6075,4199,816,0
173,8986,9291,6049,4076,1034,8783,8790,5935,4077,755,0
174,11095,9040,5970,4160,794,8321,9479,5957,3800,1062,1
175,10607,8848,5968,3982,1152,9490,8613,5648,4177,864,1
176,8812,9302,6026,3845,1316,9607,8920,6020,3792,1221,0
177,8394,9260,5935,3977,1051,8616,8568,5656,3607,1210,1
178,9158,9120,5722,3870,1272,11369,8924,5916,4113,1040,0
179,10400,9062,5939,4022,684,10273,8854,6151,3887,766,1
180,10122,8668,5910,4119,1148,10431,8855,6078,3830,640,0
181,10193,8908,6148,3952,1036,9563,8858,5986,4028,1078,1
182,10499,8789,5952,3760,1056,9521,8940,5967,4005,1333,1
183,9599,8759,6076,4001,863,10846,8826,6136,3759,1061,0
184,10542,8740,5976,4221,552,10824,8940,6024,3857,755,1
185,10400,9056,6204,3828,1051,8696,8805,5973,3941,1199,1
186,9048,9304,5998,3702,789,11055,9289,5872,4083,938,0
187,9891,9069,5865,4404,615,10666,8624,6112,4151,883,1
188,9874,9336,5873,4181,968,9256,9430,5877,3878,1093,1
189,10510,8755,6037,3728,645,8492,8825,5947,3699,655,1
190,9827,8629,6159,4120,1363,9293,9078,6003,4062,1166,1
191,10080,9057,6197,3936,1285,8407,8899,6096,3874,914,1
192,10851,8865,5901,4176,1140,9785,9081,6105,3931,1226,1
193,9967,8897,5873,3788,946,9746,9035,5845,3999,881,0
194,9980,9186,5953,3745,1046,8689,8988,6058,4211,1299,1
195,10345,8973,6118,4026,1090,9179,8731,6012,3921,850,1
196,9073,9245,5936,3686,791,9776,8776,6005,3931,954,0
197,10395,8802,5902,4078,1090,11414,8808,5901,3798,1174,0
198,9232,9159,6000,4094,1584,10441,9173,5980,3907,1077,0
199,10243,8971,6225,4016,968,9110,9082,6216,4053,1017,1
200,8482,9249,5812,4010,732,10886,8735,5814,4371,1202,0
201,9282,9056,6072,4013,1345,9917,9161,6040,4010,953,0
202,9982,8906,6184,4089,1166,10468,8586,6034,3969,1147,0
203,9316,8879,6096,4143,1260,11499,9148,6091,4209,1162,0
204,9778,9069,6210,3723,798,9533,8874,6022,3908,969,0
205,11408,9044,6019,4030,1127,10525,9003,5879,4327,1101,1
206,9641,8930,6249,3969,1308,10199,9217,5945,3856,772,0
207,9937,9296,5998,3930,809,9915,8779,5913,4115,1221,1
208,10093,8955,5927,3902,1020,11061,9337,6115,3956,992,0
209,9496,9135,5822,4063,1049,9305,9147,6055,4392,624,0
210,9303,8901,5964,3889,1224,9818,8864,6135,4321,948,0
211,9662,9204,5915,4177,1134,9754,8679,6152,3859,1223,1
212,9611,8781,5848,3851,964,11096,9208,5875,4242,1158,0
213,8473,8810,5743,3957,804,9063,9013,5902,3975,927,0
214,10637,8997,6081,3767,984,10011,9112,5862,4146,1097,0
215,8117,9064,6019,4080,847,9130,8865,5890,3914,1017,0
216,9639,8777,5972,4018,1221,8971,9184,6059,4047,1456,1
217,9480,9040,5891,3978,1251,10898,9162,6082,4229,1226,0
218,9931,8955,5890,4125,639,8974,9287,6087,4039,1098,1
219,10452,9149,5848,3988,822,9326,8802,5866,3780,1051,1
220,8698,9062,5789,4035,793,9451,9011,5961,4106,895,0
221,9477,9000,5940,4358,969,9464,8883,6055,3978,989,1
222,10347,9177,5992,4190,973,10638,9135,6032,4223,1044,1
223,10215,9094,6129,4015,1178,8666,8917,6054,3764,761,1
224,9059,9139,6112,3918,655,9657,9116,5745,4222,1383,0
225,9996,8876,5965,4072,851,11197,9201,6176,3821,897,0
226,9530,8887,5960,4065,677,9216,8960,6022,4183,1018,1
227,9800,8595,5773,3785,1077,9969,8722,5786,3954,1208,1
228,10290,9063,5880,3890,1216,10102,8913,5796,4313,1130,0
229,10150,8892,6123,4052,955,10335,9024,5938,4196,765,0
230,9727,8887,5958,3746,816,9318,8666,5998,4039,1058,1
231,9475,8698,6002,4196,1290,10344,9270,6047,4046,668,0
232,9276,9234,5895,3741,555,9519,9061,6065,4071,837,0
233,9985,8985,6212,3784,967,10387,8679,6055,3847,1028,0
234,10543,8723,5910,3973,651,10014,8864,6224,3985,774,1
235,9299,8993,5991,3988,1389,10561,8772,6163,4000,1035,0
236,10015,9257,6021,3880,1042,9770,9087,5866,3992,936,0
237,10933,9251,6061,3857,1124,10026,8977,6091,4198,1051,1
238,9080,8991,5854,3964,1101,10509,8832,5927,4155,774,0
239,11051,8859,6010,4151,1754,9611,9137,6032,3881,1420,1
240,10721,9019,5992,4079,980,10105,9037,6090,4058,1161,1
241,8995,9218,5965,4050,975,9236,8847,6051,3933,1022,0
242,9080,8800,5829,4039,1067,9445,8868,6052,3841,920,1
243,9340,8662,5962,3858,836,9103,8800,5863,3979,1140,1
244,9321,9055,6000,3953,642,10148,8898,6040,4008,805,0
245,11566,8865,5976,4113,1203,10135,8715,6067,3854,1121,1
246,9128,8950,5923,4049,1057,10216,9096,6164,3896,916,0
247,10039,8842,5770,3994,978,9018,9159,5976,4094,766,1
248,9364,9255,6054,4047,1248,10272,8942,6064,4162,936,0
249,9114,8628,5795,4051,861,9856,8708,5995,3687,827,1
250,10947,9048,6040,3827,1021,10341,8778,6013,3838,1185,1
251,9768,8859,6136,3676,1339,11100,8891,5892,4025,806,0
252,10102,9131,5873,4165,999,9378,9106,6129,4083,823,1
253,9399,9306,6066,4022,854,8448,9104,6176,4216,1026,1
254,10996,8759,5863,3987,953,11038,8979,5768,3826,1142,0
255,9356,9062,6017,4058,879,11290,9224,5948,4143,707,0
256,12007,9044,6250,3942,973,11627,8778,5853,3955,525,0
257,10545,9132,6190,4116,1438,11137,9028,6048,3968,667,0
258,9585,8865,6086,4015,1093,9955,9150,5988,3893,868,0
259,9734,8821,6008,4015,1300,9724,8926,6061,4295,1271,1
260,8545,9198,5855,3809,1413,12391,8831,5852,3905,1145,0
261,9806,9245,5919,4004,1182,10268,9032,5965,3992,1466,0
262,10192,9278,5978,3925,1134,8742,9073,5957,4155,788,1
263,9003,8960,6041,4004,900,11410,9350,6037,3805,698,0
264,9916,8739,6071,3831,1185,10456,9142,6118,3929,865,0
265,9584,9122,6006,4219,1335,10267,8955,5948,4464,1019,0
266,10637,9388,6084,4237,1154,11125,8642,5867,4028,1543,1
267,9132,9126,5962,4120,1373,9299,9144,6033,4017,949,0
268,10392,8936,5740,3906,788,11637,8938,5987,3958,873,0
269,10881,8860,5876,3940,890,9984,8938,5992,4136,793,1
270,10636,8804,5908,4027,1079,9911,9250,6197,4158,815,1
271,11144,8624,6192,3914,972,9666,8818,6225,3970,1180,1
272,9088,9024,6045,3967,1153,8996,9213,5966,4061,1041,0
273,10851,9303,5937,3950,1272,8715,9009,6065,3941,799,1
274,9494,9407,5967,4270,968,8714,8811,5998,4042,838,1
275,10102,8930,6041,3949,1165,11573,9016,6085,4160,735,0
276,11215,9348,5820,3795,1006,10336,8972,5941,4043,1119,1
277,8908,9029,5987,4061,1365,9777,9210,5959,4023,789,0
278,9982,9320,6104,3909,776,11078,8660,5944,3866,1129,0
279,10880,9105,5926,3918,903,10924,8882,5957,4301,937,1
280,10025,9283,5886,4127,697,11466,9116,5893,4104,777,0
281,11088,9185,5891,3951,901,11084,9196,5946,3934,857,1
282,10375,8776,6013,4118,929,9660,9246,6073,3875,444,1
283,10430,8827,6075,4161,946,10864,8659,5930,3968,1385,0
284,10236,8676,6095,4203,983,10941,9352,6204,3956,1024,0
285,9567,9383,6066,4118,1304,10499,9055,6070,4081,1032,0
286,10690,9051,6254,3896,932,10818,8927,6119,4031,1044,1
287,9797,9034,6171,3783,1055,8614,8776,5986,4142,1356,1
288,9516,8829,5969,4195,1121,9020,8877,6048,4342,1010,1
289,9931,8941,6221,3843,735,9716,9091,6221,3835,723,0
290,9590,9263,5760,4228,1192,9921,8913,5961,3873,1134,1
291,8729,9356,5932,4035,1068,9827,9067,6131,3996,1165,0
292,8296,8819,5897,4320,1224,9099,9100,5998,4108,925,0
293,9793,9056,5898,3896,847,9872,9096,5860,3753,986,0
294,10841,8964,6023,4045,799,9245,9034,6354,3783,1016,1
295,10320,9297,5852,4066,1304,9691,8973,5986,3991,1287,1
296,9719,9069,6034,3823,1170,9500,9363,5929,4181,593,0
297,9055,9334,5877,3740,732,10685,8868,6081,4002,879,0
298,11882,8899,5952,4094,1188,10132,8975,5872,3870,986,1
299,9061,8820,6021,4027,1256,9580,9251,5891,4033,605,0
300,9370,9151,5800,4184,959,10772,8947,6128,3787,816,0
301,9284,8830,5941,4012,1075,9645,9117,6035,3863,1412,1
302,10352,8666,5711,4039,814,8705,8967,6044,3739,883,1
303,10141,8936,6090,4257,1416,9386,8978,6157,3966,1081,1
304,9612,9184,5976,4123,551,10818,8792,6016,4090,690,0
305,9365,8947,5908,4204,636,9684,8835,5956,4006,762,1
306,10259,9189,6023,3967,973,10346,9037,6058,3771,1112,1
307,9873,9186,6153,3940,851,11545,9400,5851,4007,1327,0
308,10652,9189,6047,4123,1333,9888,9086,6118,3931,1226,1
309,8685,9117,5972,3705,1091,10703,8873,6082,3828,1379,0
310,9644,8695,6172,3859,1122,10470,8947,5939,3693,1050,0
311,8878,9325,5896,3684,1301,9664,8964,5846,4394,1113,0
312,10192,9171,5950,4242,1025,10187,8587,6030,3944,637,1
313,9603,8988,5882,4217,845,10735,9273,5987,4064,1031,0
314,10484,8685,5898,3937,1130,10146,9045,6034,4064,929,1
315,10325,8931,5936,4021,916,10201,9214,5941,3908,792,1
316,10181,8875,5978,4101,1172,9615,9080,5991,4053,387,1
317,9421,9442,6022,4169,921,10284,8830,6194,3942,1263,1
318,11038,9108,5698,3816,732,10100,8979,5939,4137,792,1
319,10009,9171,5845,4395,1174,10119,9148,6013,3999,1136,1
320,9405,8879,5855,4085,1232,9960,8446,5956,4211,1145,1
321,10373,9009,6078,3962,913,9972,9245,5724,3669,1085,0
322,11368,8620,6166,4222,740,9572,8943,5957,3844,980,1
323,9767,9071,6036,3856,1068,9019,8831,5935,3820,1130,1
324,10962,9284,6350,3952,1080,11342,9157,5898,4028,1311,0
325,9398,9376,5942,3945,1267,10252,9014,5837,4115,1043,0
326,9841,8760,5866,3844,625,10442,9024,5807,3682,984,0
327,9676,8674,6021,3968,928,11034,9301,6023,3954,607,0
328,10253,9204,5967,4270,977,9663,9036,6024,3950,945,1
329,8986,8940,6027,4169,963,9937,8842,5874,4002,925,0
330,11021,8780,6207,3864,753,8892,8912,5935,3824,918,1
331,9915,9021,6087,4059,770,9198,8834,6096,3875,791,1
332,9912,8789,5999,3994,1153,10848,8942,5893,4261,1000,0
333,10149,8674,6159,3972,806,10663,9030,6263,3912,949,0
334,11360,9110,6027,4259,1160,10563,9105,5943,4017,872,1
335,10243,9029,5976,3943,711,10731,8771,5927,3981,624,0
336,8360,8940,6076,4147,1127,10390,8968,6056,3962,773,0
337,10798,9178,6043,3817,894,9432,9162,6067,3934,829,1
338,9272,9175,5905,3843,773,11669,8543,6026,4125,1123,0
339,10156,8680,5998,3995,1124,10468,9142,5978,4026,935,0
340,8995,9071,5983,4169,816,10880,9002,5962,3906,863,0
341,8674,8972,5809,3871,960,10489,8945,5826,4074,616,0
342,10566,9056,5866,3979,1012,9031,8933,6002,3877,1213,1
343,9192,9165,5848,3698,921,9937,9278,6015,4125,1311,0
344,10881,8794,6037,3970,882,10340,8781,5877,4184,893,1
345,10287,9177,6162,4068,903,9302,8845,5653,4100,1116,1
346,9384,8989,5778,3946,1027,8445,9007,5946,4050,1073,1
347,10094,9051,6085,4000,1208,8981,8966,5940,3967,1420,1
348,10711,8658,6047,3865,775,10225,8796,6115,3952,989,1
349,10001,9004,6066,3951,1159,9976,9087,6084,3834,1214,1
350,10124,8798,5988,3924,1521,9895,8956,6091,3902,674,0
351,10434,9086,6170,4031,1114,10887,9356,6069,4244,1240,0
352,9662,9441,6042,4161,958,9241,8982,5865,4160,615,1
353,10691,9092,6242,4147,1146,10063,8819,5984,4070,909,1
354,9767,8971,5826,3682,1177,9747,9115,5942,4156,979,0
355,9846,8859,5886,4135,1011,10020,8984,6046,4155,1073,1
356,8998,8734,5853,3659,1096,9316,9322,6017,3787,949,0
357,10369,8785,6056,4065,974,11487,8925,6019,4224,972,0
358,8979,9022,5870,3961,813,10614,8915,5988,4019,1212,0
359,10651,8710,5976,4137,1418,11431,8996,5991,4090,898,0
360,10660,8611,6002,3805,701,10746,9147,5971,4012,852,0
361,9823,9011,5992,3838,1122,10470,8849,5862,3862,1016,0
362,10577,9325,5921,3840,807,9407,8892,5995,3775,1067,1
363,9718,9284,6195,4165,1165,9304,8908,5770,3898,714,0
364,8922,9296,5903,4101,1062,10470,8830,5953,4006,918,0
365,9873,8848,6053,4256,464,8329,9208,5866,3736,1508,1
366,9396,9088,5809,4100,1011,8813,8933,6170,3945,871,1
367,10179,8901,5875,4050,1271,9228,9251,5858,3871,942,1
368,11820,9237,6074,4083,774,8959,8703,5902,4081,902,1
369,10145,8892,5914,3726,1359,10351,8788,5816,3918,977,0
370,10247,8906,5860,4024,1127,8630,8807,6322,3908,996,1
371,7671,9009,6079,3928,699,10157,8588,6001,4160,1027,0
372,10384,8942,6072,3937,979,9956,8992,6002,3961,615,1
373,9361,8853,6017,4103,928,10849,9278,6132,4008,1223,0
374,10177,9355,6070,4198,1070,8574,8938,5836,3995,958,1
375,10546,9248,6053,3697,1073,9844,8685,5882,4097,1551,1
376,9953,9074,5939,4072,1554,10833,9128,6131,3929,1029,0
377,10964,9232,5984,3965,1057,10817,8721,6092,3901,1174,1
378,11366,9048,6003,3965,961,10039,9200,5929,3768,836,1
379,9115,8993,6076,4109,1090,10240,8782,5849,4113,1203,0
380,11762,8999,6201,4086,824,9364,9182,5920,4044,1204,1
381,11545,9368,5944,3928,1494,10437,9253,5893,4250,1048,1
382,9493,9080,5863,4125,1330,10724,9059,6025,4059,894,0
383,10040,8823,6060,4094,621,9515,9128,6174,3650,1294,1
384,9499,9019,5994,4061,807,10621,8888,5872,4024,894,0
385,10359,8755,6107,4111,432,9480,8816,6017,4082,1236,1
386,10375,9043,6183,3819,1167,9634,9294,5899,3740,1233,1
387,10471,9222,5939,3873,785,11149,8912,6023,3976,860,0
388,11596,9079,6151,3796,762,10596,8674,5880,3623,1017,1
389,10962,8859,6028,4178,837,9248,8876,5942,4151,1533,1
390,9974,8825,6122,4162,967,10101,8790,6213,4224,788,0
391,10570,8949,6027,4235,819,9929,8668,5855,4106,573,1
392,10238,9052,6196,3903,963,11338,8826,5691,4041,1092,0
393,9278,8717,6054,4023,925,10306,8920,6019,4130,1254,0
394,10212,9059,5830,3690,897,10414,8853,6109,3953,1037,0
395,10353,8865,6118,4068,839,10060,9080,5803,3918,1337,1
396,11972,8907,6082,4098,1190,8381,8961,5981,3883,519,1
397,11662,9031,6186,3916,1038,9847,9252,6093,3943,746,1
398,9701,8906,6130,3979,1118,9515,8952,6007,4108,1035,0
399,9277,8786,5943,3982,979,9404,9146,6033,4027,1314,1
400,11205,8882,5950,4142,1241,8635,9143,6055,3626,981,1
401,9314,8885,6221,4335,844,9610,9089,6082,4013,1338,1
402,9116,8974,6255,4003,1053,9352,8920,5884,3911,1180,0
403,8444,8918,6021,4093,948,9878,8955,5927,4045,1222,0
404,9029,9325,6000,4071,889,9176,9219,5890,4071,907,1
405,9211,9268,5956,4088,812,9900,8878,5869,4213,579,0
406,9696,9298,6174,3954,747,9298,8857,5916,3793,1014,1
407,9763,8933,5795,3824,1033,10078,9301,6095,3921,929,0
408,10253,9232,6017,3768,783,10640,9199,6023,3952,1315,1
409,11194,9162,5978,4149,634,9445,8972,6042,4055,487,1
410,9979,8751,5892,4206,1085,11074,8844,5969,4066,1084,0
411,10010,9235,6188,3987,870,10964,8964,5901,4056,681,0
412,9432,8625,5957,3976,1190,10611,8715,5970,3654,879,0
413,9713,8929,6038,4254,839,10829,9078,5924,3857,754,0
414,10620,9127,6023,3823,1182,10245,9045,5969,4161,1220,0
415,9522,8988,5907,4068,918,9820,8949,6003,4132,844,0
416,9842,8756,5843,3758,1077,10145,8549,6003,3854,1017,1
417,10427,8662,5970,4424,1052,10501,8774,5919,4121,857,0
418,10457,8784,6206,4098,1361,10577,8921,5948,4311,962,0
419,10270,8890,5678,4024,1251,10563,8847,5917,4023,992,0
420,9442,8989,6136,3774,1167,10783,8980,5928,3651,1067,0
